num,sequance,probabilities 
63,1000101110011110100100010111000111100110010100010010010101100001001110010110100111101100101111110101100010000101011111000101111101001000010100100011111111001111110110011000110110101001011001001010000100010100101011100011110110011010100000100000101010111001001010011010010101011110100101100010001000011000010000100000001000101000001111101011101111010100011011111000011000111111000001010110011100111010111111011111111001101010011001000000101110110100011001010111110111101110100011000101111010001001111011011110101001100000000011001111100000011001101101110110000101011101111111100011000110101100110001110101111011111011011011110000100010101010001010110110000010100010010010000100100011110101110110001111011000100100001001011001100010010111001111010010110111100011000101001110000010011101000000011100011101101111100100111000111000100101010100101010110110110100000100010110001011111110011100111100010111011111101011010001101101100100111011000110100011001101001110111111001101100001001001110110011111110011,0.018261964735516372-0.004408060453400504-0.38602015113350124-0.5913098236775819
63,1000101110011110100100010111000111100110010100010010010101100001001110010110100111101100101111110101100010000101011111000101111101001000010100100011111111001111110110011000110110101001011001001010000100010100101011100011110110011010100000100000101010111001001010011010010101011110100101100010001000011000010000100000001000101000001111101011101111010100011011111000011000111111000001010110011100111010111111011111111001101010011001000000101110110100011001010111110111101110100011000101111010001001111011011110101001100000000011001111100000011001101101110110000101011101111111100011000110101100110001110101111011111011011011110000100010101010001010110110000010100010010010000100100011110101110110001111011000100100001001011001100010010111001111010010110111100011000101001110000010011101000000011100011101101111100100111000111000100101010100101010110110110100000100010110001011111110011100111100010111011111101011010001101101100100111011000110100011001101001110111111001101100001001001110110011111110011,0.018261964735516372-0.004408060453400504-0.38602015113350124-0.5913098236775819
64,0303130202121202020213020303120312021312130202030303121303120202030202130213021313121203020203131213031213021313030303130212131302021212121202131303121313131302120312020203131303030202131303130302020302120312120313130303021312030202131303020303021212031313020302021302030202020213121303131202130302031202131203130302030302131312030202130313121302020212130203120212030312021202120313131203121312020203020202031303030202021213021212021212030202131303131202030203031202031212120302120213031212130312030302031302130202030303131203121303020312121202121302020312120313131312030202130303020202131302030302131203021212131202031212030302030302030303121302031203130213030203030313130303131303121213120312130212131303130313021213130313130302130212020203031203030312120312020212131302130202120302130202020202120303031303121213121212021202020312131313130302131212021212030213021212021303030212020203130302121203031302121202131212130302020213120313120213120313120302121302121203130312020202130312121212121213130312,0.018261964735516372-0.004408060453400504-0.38602015113350124-0.5913098236775819
64,0303130202121202020213020303120312021312130202030303121303120202030202130213021313121203020203131213031213021313030303130212131302021212121202131303121313131302120312020203131303030202131303130302020302120312120313130303021312030202131303020303021212031313020302021302030202020213121303131202130302031202131203130302030302131312030202130313121302020212130203120212030312021202120313131203121312020203020202031303030202021213021212021212030202131303131202030203031202031212120302120213031212130312030302031302130202030303131203121303020312121202121302020312120313131312030202130303020202131302030302131203021212131202031212030302030302030303121302031203130213030203030313130303131303121213120312130212131303130313021213130313130302130212020203031203030312120312020212131302130202120302130202020202120303031303121213121212021202020312131313130302131212021212030213021212021303030212020203130302121203031302121202131212130302020213120313120213120313120302121302121203130312020202130312121212121213130312,0.018261964735516372-0.004408060453400504-0.38602015113350124-0.5913098236775819
64,0303130202121202020213020303120312021312130202030303121303120202030202130213021313121203020203131213031213021313030303130212131302021212121202131303121313131302120312020203131303030202131303130302020302120312120313130303021312030202131303020303021212031313020302021302030202020213121303131202130302031202131203130302030302131312030202130313121302020212130203120212030312021202120313131203121312020203020202031303030202021213021212021212030202131303131202030203031202031212120302120213031212130312030302031302130202030303131203121303020312121202121302020312120313131312030202130303020202131302030302131203021212131202031212030302030302030303121302031203130213030203030313130303131303121213120312130212131303130313021213130313130302130212020203031203030312120312020212131302130202120302130202020202120303031303121213121212021202020312131313130302131212021212030213021212021303030212020203130302121203031302121202131212130302020213120313120213120313120302121302121203130312020202130312121212121213130312,0.018261964735516372-0.004408060453400504-0.38602015113350124-0.5913098236775819
64,0303130202121202020213020303120312021312130202030303121303120202030202130213021313121203020203131213031213021313030303130212131302021212121202131303121313131302120312020203131303030202131303130302020302120312120313130303021312030202131303020303021212031313020302021302030202020213121303131202130302031202131203130302030302131312030202130313121302020212130203120212030312021202120313131203121312020203020202031303030202021213021212021212030202131303131202030203031202031212120302120213031212130312030302031302130202030303131203121303020312121202121302020312120313131312030202130303020202131302030302131203021212131202031212030302030302030303121302031203130213030203030313130303131303121213120312130212131303130313021213130313130302130212020203031203030312120312020212131302130202120302130202020202120303031303121213121212021202020312131313130302131212021212030213021212021303030212020203130302121203031302121202131212130302020213120313120213120313120302121302121203130312020202130312121212121213130312,0.018261964735516372-0.004408060453400504-0.38602015113350124-0.5913098236775819
62,3020302011212021200121011210111001211202011030330201011030111201020201202033333033001110201201002003303301001212120103330330302002100111102011110211001111120000211202112003300333303300211120301003330003000100121111012021211121211202003330020033020210103333012102100101210300030210100001201033033330303300121002033003303021021033301010000111201200301111030203333020001201012030111011121212010030201200202110211030333333002111003330011210301002001010333330012002020330000301033020121212003303003010100201210101002120203021010020210010212011203333301120210100211103303021211212012000002030333011211200100003300330121202101012030120011033333330301111202120120330011111112102000210111110212011210103033033003000003021030012101110111030212111030102112020033330302003330200203330120021011010330333033330201111033302021203333333033302120103301001212033021120111202021212101021101020303333330003303002020330301110303330211101110333001112103010201012110300212011212011210021102021112121021001033303330020302110,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
62,3020302011212021200121011210111001211202011030330201011030111201020201202033333033001110201201002003303301001212120103330330302002100111102011110211001111120000211202112003300333303300211120301003330003000100121111012021211121211202003330020033020210103333012102100101210300030210100001201033033330303300121002033003303021021033301010000111201200301111030203333020001201012030111011121212010030201200202110211030333333002111003330011210301002001010333330012002020330000301033020121212003303003010100201210101002120203021010020210010212011203333301120210100211103303021211212012000002030333011211200100003300330121202101012030120011033333330301111202120120330011111112102000210111110212011210103033033003000003021030012101110111030212111030102112020033330302003330200203330120021011010330333033330201111033302021203333333033302120103301001212033021120111202021212101021101020303333330003303002020330301110303330211101110333001112103010201012110300212011212011210021102021112121021001033303330020302110,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
62,3020302011212021200121011210111001211202011030330201011030111201020201202033333033001110201201002003303301001212120103330330302002100111102011110211001111120000211202112003300333303300211120301003330003000100121111012021211121211202003330020033020210103333012102100101210300030210100001201033033330303300121002033003303021021033301010000111201200301111030203333020001201012030111011121212010030201200202110211030333333002111003330011210301002001010333330012002020330000301033020121212003303003010100201210101002120203021010020210010212011203333301120210100211103303021211212012000002030333011211200100003300330121202101012030120011033333330301111202120120330011111112102000210111110212011210103033033003000003021030012101110111030212111030102112020033330302003330200203330120021011010330333033330201111033302021203333333033302120103301001212033021120111202021212101021101020303333330003303002020330301110303330211101110333001112103010201012110300212011212011210021102021112121021001033303330020302110,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
62,3020302011212021200121011210111001211202011030330201011030111201020201202033333033001110201201002003303301001212120103330330302002100111102011110211001111120000211202112003300333303300211120301003330003000100121111012021211121211202003330020033020210103333012102100101210300030210100001201033033330303300121002033003303021021033301010000111201200301111030203333020001201012030111011121212010030201200202110211030333333002111003330011210301002001010333330012002020330000301033020121212003303003010100201210101002120203021010020210010212011203333301120210100211103303021211212012000002030333011211200100003300330121202101012030120011033333330301111202120120330011111112102000210111110212011210103033033003000003021030012101110111030212111030102112020033330302003330200203330120021011010330333033330201111033302021203333333033302120103301001212033021120111202021212101021101020303333330003303002020330301110303330211101110333001112103010201012110300212011212011210021102021112121021001033303330020302110,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
63,1222333003313300003233032232122213230300312122131223130032313300030312213331333033313000031313003303131332231323123333221233130330321300333230330003003303123303130003303300303323300303212212132303003213223123300300000030003032233131331221322122122132131333031212332303332221212123313312212300321213131300000331300031221322232332300303000333333000331223213213231300031223003000000322321330000033121322221212131231212321213030300300003132122121231212233030330312323130003031322322121323223030032132323223231323133221222122122130003033312333322231231330000000032322333330300031212212123333132122232223003031323130032213031303032221330033130300332232331323213223030323300000032303303303121332322322312321212130033213031331331232122331221223212300003000003332133003221333131213221212132323323132323003121312231300032122330003221231300003212312300303322233231232313332130300033003223313223221212221232330030003303122121300322133131232232122233312233212223032123121303000313313231333322213312312132213223300,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
63,1222333003313300003233032232122213230300312122131223130032313300030312213331333033313000031313003303131332231323123333221233130330321300333230330003003303123303130003303300303323300303212212132303003213223123300300000030003032233131331221322122122132131333031212332303332221212123313312212300321213131300000331300031221322232332300303000333333000331223213213231300031223003000000322321330000033121322221212131231212321213030300300003132122121231212233030330312323130003031322322121323223030032132323223231323133221222122122130003033312333322231231330000000032322333330300031212212123333132122232223003031323130032213031303032221330033130300332232331323213223030323300000032303303303121332322322312321212130033213031331331232122331221223212300003000003332133003221333131213221212132323323132323003121312231300032122330003221231300003212312300303322233231232313332130300033003223313223221212221232330030003303122121300322133131232232122233312233212223032123121303000313313231333322213312312132213223300,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
63,1222333003313300003233032232122213230300312122131223130032313300030312213331333033313000031313003303131332231323123333221233130330321300333230330003003303123303130003303300303323300303212212132303003213223123300300000030003032233131331221322122122132131333031212332303332221212123313312212300321213131300000331300031221322232332300303000333333000331223213213231300031223003000000322321330000033121322221212131231212321213030300300003132122121231212233030330312323130003031322322121323223030032132323223231323133221222122122130003033312333322231231330000000032322333330300031212212123333132122232223003031323130032213031303032221330033130300332232331323213223030323300000032303303303121332322322312321212130033213031331331232122331221223212300003000003332133003221333131213221212132323323132323003121312231300032122330003221231300003212312300303322233231232313332130300033003223313223221212221232330030003303122121300322133131232232122233312233212223032123121303000313313231333322213312312132213223300,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
63,1222333003313300003233032232122213230300312122131223130032313300030312213331333033313000031313003303131332231323123333221233130330321300333230330003003303123303130003303300303323300303212212132303003213223123300300000030003032233131331221322122122132131333031212332303332221212123313312212300321213131300000331300031221322232332300303000333333000331223213213231300031223003000000322321330000033121322221212131231212321213030300300003132122121231212233030330312323130003031322322121323223030032132323223231323133221222122122130003033312333322231231330000000032322333330300031212212123333132122232223003031323130032213031303032221330033130300332232331323213223030323300000032303303303121332322322312321212130033213031331331232122331221223212300003000003332133003221333131213221212132323323132323003121312231300032122330003221231300003212312300303322233231232313332130300033003223313223221212221232330030003303122121300322133131232232122233312233212223032123121303000313313231333322213312312132213223300,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
64,2332222222333222232232333333233232322232333332233323222323223223233223333323232233223222222322332223323223222233333323232333223323322332222323333323222323333333233232322323333333232223333323222322232222232322233322333222222322322333232333233233333232322322323233322333233233223333223322333323333222322332323233233333222223223322332333322223332323233323222232232333232232232323333232323332333222333323333322333223223323222322223222333233222333323233322232323332232322322322222222333332323333322323332222332233333223233322232322323333232332332223222332332333222333333323233223233332333333323323323323333223323323223323232232322232333232222222332222333323233333333333233332322323233232323222223323222233332223232322222333333323333332333333333232333232322232322322332233233222233332223223323322232333222322332332333233332232222233332233232323332332323332332222322222222333233222333222323323233232332332223332233232222333233223223232222222223322223323223223322333322232222323323322222323223322222323223333,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
64,2332222222333222232232333333233232322232333332233323222323223223233223333323232233223222222322332223323223222233333323232333223323322332222323333323222323333333233232322323333333232223333323222322232222232322233322333222222322322333232333233233333232322322323233322333233233223333223322333323333222322332323233233333222223223322332333322223332323233323222232232333232232232323333232323332333222333323333322333223223323222322223222333233222333323233322232323332232322322322222222333332323333322323332222332233333223233322232322323333232332332223222332332333222333333323233223233332333333323323323323333223323323223323232232322232333232222222332222333323233333333333233332322323233232323222223323222233332223232322222333333323333332333333333232333232322232322322332233233222233332223223323322232333222322332332333233332232222233332233232323332332323332332222322222222333233222333222323323233232332332223332233232222333233223223232222222223322223323223223322333322232222323323322222323223322222323223333,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
64,2332222222333222232232333333233232322232333332233323222323223223233223333323232233223222222322332223323223222233333323232333223323322332222323333323222323333333233232322323333333232223333323222322232222232322233322333222222322322333232333233233333232322322323233322333233233223333223322333323333222322332323233233333222223223322332333322223332323233323222232232333232232232323333232323332333222333323333322333223223323222322223222333233222333323233322232323332232322322322222222333332323333322323332222332233333223233322232322323333232332332223222332332333222333333323233223233332333333323323323323333223323323223323232232322232333232222222332222333323233333333333233332322323233232323222223323222233332223232322222333333323333332333333333232333232322232322322332233233222233332223223323322232333222322332332333233332232222233332233232323332332323332332222322222222333233222333222323323233232332332223332233232222333233223223232222222223322223323223223322333322232222323323322222323223322222323223333,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
64,2332222222333222232232333333233232322232333332233323222323223223233223333323232233223222222322332223323223222233333323232333223323322332222323333323222323333333233232322323333333232223333323222322232222232322233322333222222322322333232333233233333232322322323233322333233233223333223322333323333222322332323233233333222223223322332333322223332323233323222232232333232232232323333232323332333222333323333322333223223323222322223222333233222333323233322232323332232322322322222222333332323333322323332222332233333223233322232322323333232332332223222332332333222333333323233223233332333333323323323323333223323323223323232232322232333232222222332222333323233333333333233332322323233232323222223323222233332223232322222333333323333332333333333232333232322232322322332233233222233332223223323322232333222322332332333233332232222233332233232323332332323332332222322222222333233222333222323323233232332332223332233232222333233223223232222222223322223323223223322333322232222323323322222323223322222323223333,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
65,1313130202130302021213021303131212021212120212020313130313120203030203031303020312131212130313020303121213120213130313131313131313120302131202120202030302021312120213021212020213020212031302030202021312120213021202021212030303030312131312021213031202121302020202121213121212031212131302031213031213120213021202031213120212121303121202031312031303020202020202120302021203130302131212131312031312021202030213130212031202120303121203030303031202031312131213131202031312131312121302120212131202031312120212030302130302131203031212031212120212120312031302131202130303020212020312120313031303131303120203130312130312120313020303130202021303031302131212020313121303021213130212031313131312120303021213021312030303130313121202131213131212130302131202120302030203131312021203131313120202021212021202021313031303120303131303121202021313030203130213030213031212130213130203031313131302021302021312020303131213031303031303031312120213030212020212120203030203120212030312020203121213121312120212131302021302121303,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
65,1313130202130302021213021303131212021212120212020313130313120203030203031303020312131212130313020303121213120213130313131313131313120302131202120202030302021312120213021212020213020212031302030202021312120213021202021212030303030312131312021213031202121302020202121213121212031212131302031213031213120213021202031213120212121303121202031312031303020202020202120302021203130302131212131312031312021202030213130212031202120303121203030303031202031312131213131202031312131312121302120212131202031312120212030302130302131203031212031212120212120312031302131202130303020212020312120313031303131303120203130312130312120313020303130202021303031302131212020313121303021213130212031313131312120303021213021312030303130313121202131213131212130302131202120302030203131312021203131313120202021212021202021313031303120303131303121202021313030203130213030213031212130213130203031313131302021302021312020303131213031303031303031312120213030212020212120203030203120212030312020203121213121312120212131302021302121303,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
65,1313130202130302021213021303131212021212120212020313130313120203030203031303020312131212130313020303121213120213130313131313131313120302131202120202030302021312120213021212020213020212031302030202021312120213021202021212030303030312131312021213031202121302020202121213121212031212131302031213031213120213021202031213120212121303121202031312031303020202020202120302021203130302131212131312031312021202030213130212031202120303121203030303031202031312131213131202031312131312121302120212131202031312120212030302130302131203031212031212120212120312031302131202130303020212020312120313031303131303120203130312130312120313020303130202021303031302131212020313121303021213130212031313131312120303021213021312030303130313121202131213131212130302131202120302030203131312021203131313120202021212021202021313031303120303131303121202021313030203130213030213031212130213130203031313131302021302021312020303131213031303031303031312120213030212020212120203030203120212030312020203121213121312120212131302021302121303,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
65,1313130202130302021213021303131212021212120212020313130313120203030203031303020312131212130313020303121213120213130313131313131313120302131202120202030302021312120213021212020213020212031302030202021312120213021202021212030303030312131312021213031202121302020202121213121212031212131302031213031213120213021202031213120212121303121202031312031303020202020202120302021203130302131212131312031312021202030213130212031202120303121203030303031202031312131213131202031312131312121302120212131202031312120212030302130302131203031212031212120212120312031302131202130303020212020312120313031303131303120203130312130312120313020303130202021303031302131212020313121303021213130212031313131312120303021213021312030303130313121202131213131212130302131202120302030203131312021203131313120202021212021202021313031303120303131303121202021313030203130213030213031212130213130203031313131302021302021312020303131213031303031303031312120213030212020212120203030203120212030312020203121213121312120212131302021302121303,0.06221408966148216-0.04391582799634035-0.38151875571820676-0.5123513266239708
63,3033330001110001210020210021212100002110111033020033033330212000101111203302030303000302021203010203333301211211211212020021210203303021011020000203301012033012000102121210020210101202100111110111100021021202112112121102100333021100203333033000112020201000000210300120030210033030201110010110333021001212121033033301110121121103302021112000211102110333033033301000001121203302112012010333020200301010110300112100112121203300203303001202020202003000112033030211011033000020210102001201030111111112120333330333333020300121102111203301111211020121112102111210203021033002112003001102030201020333011111001111120103030103303300111200111212101011100211121120103001033011111211202011112002020011200333000333333021203300330330202111212033330101202121200202121212112121112100203012011100210001202121120001120100203011021112021120100102002121202102110210333020112021120210303021030100020202111110120330121020101202100211021000120330112103330003303303302121101200101112021030020210212003012020212103301211201212,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
63,3033330001110001210020210021212100002110111033020033033330212000101111203302030303000302021203010203333301211211211212020021210203303021011020000203301012033012000102121210020210101202100111110111100021021202112112121102100333021100203333033000112020201000000210300120030210033030201110010110333021001212121033033301110121121103302021112000211102110333033033301000001121203302112012010333020200301010110300112100112121203300203303001202020202003000112033030211011033000020210102001201030111111112120333330333333020300121102111203301111211020121112102111210203021033002112003001102030201020333011111001111120103030103303300111200111212101011100211121120103001033011111211202011112002020011200333000333333021203300330330202111212033330101202121200202121212112121112100203012011100210001202121120001120100203011021112021120100102002121202102110210333020112021120210303021030100020202111110120330121020101202100211021000120330112103330003303303302121101200101112021030020210212003012020212103301211201212,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
63,3033330001110001210020210021212100002110111033020033033330212000101111203302030303000302021203010203333301211211211212020021210203303021011020000203301012033012000102121210020210101202100111110111100021021202112112121102100333021100203333033000112020201000000210300120030210033030201110010110333021001212121033033301110121121103302021112000211102110333033033301000001121203302112012010333020200301010110300112100112121203300203303001202020202003000112033030211011033000020210102001201030111111112120333330333333020300121102111203301111211020121112102111210203021033002112003001102030201020333011111001111120103030103303300111200111212101011100211121120103001033011111211202011112002020011200333000333333021203300330330202111212033330101202121200202121212112121112100203012011100210001202121120001120100203011021112021120100102002121202102110210333020112021120210303021030100020202111110120330121020101202100211021000120330112103330003303303302121101200101112021030020210212003012020212103301211201212,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
63,3033330001110001210020210021212100002110111033020033033330212000101111203302030303000302021203010203333301211211211212020021210203303021011020000203301012033012000102121210020210101202100111110111100021021202112112121102100333021100203333033000112020201000000210300120030210033030201110010110333021001212121033033301110121121103302021112000211102110333033033301000001121203302112012010333020200301010110300112100112121203300203303001202020202003000112033030211011033000020210102001201030111111112120333330333333020300121102111203301111211020121112102111210203021033002112003001102030201020333011111001111120103030103303300111200111212101011100211121120103001033011111211202011112002020011200333000333333021203300330330202111212033330101202121200202121212112121112100203012011100210001202121120001120100203011021112021120100102002121202102110210333020112021120210303021030100020202111110120330121020101202100211021000120330112103330003303303302121101200101112021030020210212003012020212103301211201212,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
64,1230003031303213222131223331312123131331331323123223130003222121233303121322333003231233222212121300000032332300003221333030030300003322300000000032223303003123003312300300032332330000000003121212222212230313230003230321303123330333212231223222133031321312131312223132313003130033213223330030333130000331222123213312312222323212223223123000312132313033000313230003300300323133033030313000323130003032213233131221331230031312133233003030003333222221313230303330300332322131300031223003300322230303033313213121313212122130003223212123330003222330000032121221213312313123233003231313122331300003223122303122221303031213221331213000000000000332131222232123212300312221323030032300003003132303313312130031223233223003000332231212133032130312313322213000033121213121333032321212300323121232232332223232313133332232221321330000003003221332212313000031221221312121221331232133121223332233122133212221323032133222222131223232312133132223212312323313003121222213212322131303222212213233331330003313313003332121,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
64,1230003031303213222131223331312123131331331323123223130003222121233303121322333003231233222212121300000032332300003221333030030300003322300000000032223303003123003312300300032332330000000003121212222212230313230003230321303123330333212231223222133031321312131312223132313003130033213223330030333130000331222123213312312222323212223223123000312132313033000313230003300300323133033030313000323130003032213233131221331230031312133233003030003333222221313230303330300332322131300031223003300322230303033313213121313212122130003223212123330003222330000032121221213312313123233003231313122331300003223122303122221303031213221331213000000000000332131222232123212300312221323030032300003003132303313312130031223233223003000332231212133032130312313322213000033121213121333032321212300323121232232332223232313133332232221321330000003003221332212313000031221221312121221331232133121223332233122133212221323032133222222131223232312133132223212312323313003121222213212322131303222212213233331330003313313003332121,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
64,1230003031303213222131223331312123131331331323123223130003222121233303121322333003231233222212121300000032332300003221333030030300003322300000000032223303003123003312300300032332330000000003121212222212230313230003230321303123330333212231223222133031321312131312223132313003130033213223330030333130000331222123213312312222323212223223123000312132313033000313230003300300323133033030313000323130003032213233131221331230031312133233003030003333222221313230303330300332322131300031223003300322230303033313213121313212122130003223212123330003222330000032121221213312313123233003231313122331300003223122303122221303031213221331213000000000000332131222232123212300312221323030032300003003132303313312130031223233223003000332231212133032130312313322213000033121213121333032321212300323121232232332223232313133332232221321330000003003221332212313000031221221312121221331232133121223332233122133212221323032133222222131223232312133132223212312323313003121222213212322131303222212213233331330003313313003332121,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
64,1230003031303213222131223331312123131331331323123223130003222121233303121322333003231233222212121300000032332300003221333030030300003322300000000032223303003123003312300300032332330000000003121212222212230313230003230321303123330333212231223222133031321312131312223132313003130033213223330030333130000331222123213312312222323212223223123000312132313033000313230003300300323133033030313000323130003032213233131221331230031312133233003030003333222221313230303330300332322131300031223003300322230303033313213121313212122130003223212123330003222330000032121221213312313123233003231313122331300003223122303122221303031213221331213000000000000332131222232123212300312221323030032300003003132303313312130031223233223003000332231212133032130312313322213000033121213121333032321212300323121232232332223232313133332232221321330000003003221332212313000031221221312121221331232133121223332233122133212221323032133222222131223232312133132223212312323313003121222213212322131303222212213233331330003313313003332121,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
65,1101110011101111101111101110011000010001010001110100001110001001000001111101110100100010000111101000010010000101101111010011101011011111111100101000100000101000001001011000010001111010101111000101010101100100101100010110111100000010110100101000110010011111011110010111110110110110001001010011111110010100010010111001001110011100101001011101000010000011000011001001001101001100110101100111010110000010010110101101000000111100011000001100110111110000000010101111001100000111100001010111011111010011111110001110100100110000110010101010000111000111110000111001101111010000001001010011101000110001010111110110110001001100010100001100001111011101011101001000011000100001010001101010011101000000101111100110010100100000111110110001101001001010001001001100111100101010000001011010011010001111010110001000000011111100111011111001110101000111000001110010001111010111010011000011100010010111000110011111010111111010111110010000100100111101100000011101101110011110001110110011100101000100010000101001101011100110,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
65,1101110011101111101111101110011000010001010001110100001110001001000001111101110100100010000111101000010010000101101111010011101011011111111100101000100000101000001001011000010001111010101111000101010101100100101100010110111100000010110100101000110010011111011110010111110110110110001001010011111110010100010010111001001110011100101001011101000010000011000011001001001101001100110101100111010110000010010110101101000000111100011000001100110111110000000010101111001100000111100001010111011111010011111110001110100100110000110010101010000111000111110000111001101111010000001001010011101000110001010111110110110001001100010100001100001111011101011101001000011000100001010001101010011101000000101111100110010100100000111110110001101001001010001001001100111100101010000001011010011010001111010110001000000011111100111011111001110101000111000001110010001111010111010011000011100010010111000110011111010111111010111110010000100100111101100000011101101110011110001110110011100101000100010000101001101011100110,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
65,1101110011101111101111101110011000010001010001110100001110001001000001111101110100100010000111101000010010000101101111010011101011011111111100101000100000101000001001011000010001111010101111000101010101100100101100010110111100000010110100101000110010011111011110010111110110110110001001010011111110010100010010111001001110011100101001011101000010000011000011001001001101001100110101100111010110000010010110101101000000111100011000001100110111110000000010101111001100000111100001010111011111010011111110001110100100110000110010101010000111000111110000111001101111010000001001010011101000110001010111110110110001001100010100001100001111011101011101001000011000100001010001101010011101000000101111100110010100100000111110110001101001001010001001001100111100101010000001011010011010001111010110001000000011111100111011111001110101000111000001110010001111010111010011000011100010010111000110011111010111111010111110010000100100111101100000011101101110011110001110110011100101000100010000101001101011100110,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
65,1101110011101111101111101110011000010001010001110100001110001001000001111101110100100010000111101000010010000101101111010011101011011111111100101000100000101000001001011000010001111010101111000101010101100100101100010110111100000010110100101000110010011111011110010111110110110110001001010011111110010100010010111001001110011100101001011101000010000011000011001001001101001100110101100111010110000010010110101101000000111100011000001100110111110000000010101111001100000111100001010111011111010011111110001110100100110000110010101010000111000111110000111001101111010000001001010011101000110001010111110110110001001100010100001100001111011101011101001000011000100001010001101010011101000000101111100110010100100000111110110001101001001010001001001100111100101010000001011010011010001111010110001000000011111100111011111001110101000111000001110010001111010111010011000011100010010111000110011111010111111010111110010000100100111101100000011101101110011110001110110011100101000100010000101001101011100110,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
66,2121312031203021312130312021203030213020203130312031312121313021203120303030212130312030302130203020203131202030203130212021312130203031213130313121202121313131213021312131202121313021302120303130302030203130202121213120212121212021313130203020313130202021313030303120213021312121303030302120202021213131213021312130313030202030313021302020203031203130213120202030302021213121213130203130303130202120202130203120312031213120313031302120212121312020302130303020203130202131313121313021202021202020312021312121302131303031203130203131302030212021303130312020302030202121203131212121302030312020312020203130213021202120213020312131313130312131302121303020313030212030312030212021312121303120213020302130313130312021213121302120303021302030213121303131303131202030212030312031313120302031203031302021213020312030212131212131312020302020213030313130313030212030213031302131202130212121202121203030313021213020312130302020313120303120312130312021312020312120302021313030213131203020203130312020312020212020,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
66,2121312031203021312130312021203030213020203130312031312121313021203120303030212130312030302130203020203131202030203130212021312130203031213130313121202121313131213021312131202121313021302120303130302030203130202121213120212121212021313130203020313130202021313030303120213021312121303030302120202021213131213021312130313030202030313021302020203031203130213120202030302021213121213130203130303130202120202130203120312031213120313031302120212121312020302130303020203130202131313121313021202021202020312021312121302131303031203130203131302030212021303130312020302030202121203131212121302030312020312020203130213021202120213020312131313130312131302121303020313030212030312030212021312121303120213020302130313130312021213121302120303021302030213121303131303131202030212030312031313120302031203031302021213020312030212131212131312020302020213030313130313030212030213031302131202130212121202121203030313021213020312130302020313120303120312130312021312020312120302021313030213131203020203130312020312020212020,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
66,2121312031203021312130312021203030213020203130312031312121313021203120303030212130312030302130203020203131202030203130212021312130203031213130313121202121313131213021312131202121313021302120303130302030203130202121213120212121212021313130203020313130202021313030303120213021312121303030302120202021213131213021312130313030202030313021302020203031203130213120202030302021213121213130203130303130202120202130203120312031213120313031302120212121312020302130303020203130202131313121313021202021202020312021312121302131303031203130203131302030212021303130312020302030202121203131212121302030312020312020203130213021202120213020312131313130312131302121303020313030212030312030212021312121303120213020302130313130312021213121302120303021302030213121303131303131202030212030312031313120302031203031302021213020312030212131212131312020302020213030313130313030212030213031302131202130212121202121203030313021213020312130302020313120303120312130312021312020312120302021313030213131203020203130312020312020212020,0.40349382190029826-0.41627609714529185-0.16403919897741798-0.016190881976991905
